web-scraper-order,web-scraper-start-url,product-category,product-category-href,product-url,product-url-href,product-name,product-price,product-img-src,product-description-long-ul,product-allergens,product-size,product-nutrition,product-flavour
"1578500580-407","https://www.weidershop.de/","Riegel","http://www.weidershop.de/Riegel-Getraenke/Riegel/","Details","http://www.weidershop.de/Riegel-Getraenke/Riegel/Weider-32-Whey-Wafer.html","Weider
 32% Whey-Wafer Vanille-Joghurt / 35 g Riegel","1,59","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000032137_1.jpg","Waffelriegel mit Eiweiß und Zartbitterschokoladenüberzug. Mit einer Zuckerart und Süßungsmittel.","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    26% Vollmilchschokolade (Zucker, Kakaobutter, 
Vollmilchpulver¹, Kakaomasse, Süßmolkenpulver¹, 
Butterreinfett, Emulgator: Soja-Lecithine; Aroma), 
Molkeneiweiß¹, Weizenmehl, Milcheiweiß¹, Palmfett, Zucker, 
Fruktose, Kakaobutter, Vollmilchpulver¹, Emulgatoren: Soja-Lecithine, E476; Verdickungsmittel: Guarkernmehl; 
Backtriebmittel: E503, E500; Aroma, Süßungsmittel: Sucralose.
Kann Spuren von Ei, Sesam, Erdnüssen und Schalenfrüchten 
enthalten.



¹Enthält Laktose.","35 g","Nährwertangabenpro 100 gBrennwert2163kJ517kcalFett27g   davon gesättigte Fettsäuren15gKohlenhydrate37g   davon Zucker24gEiweiß32gSalz0,15gpro 35 gBrennwert757kJ181kcalFett9,3g   davon gesättigte Fettsäuren5,4gKohlenhydrate13g   davon Zucker8,5gEiweiß11,2gSalz0,05g","Vanille-Joghurt | 35 g Riegel"
"1578500856-506","https://www.weidershop.de/","Proteine / Eiweiß","http://www.weidershop.de/Inhaltsstoffe/Proteine-Eiweiss/","Details","http://www.weidershop.de/Inhaltsstoffe/Proteine-Eiweiss/Weider-Day-Night-Casein.html","Weider
 Day & Night Casein","21,59","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/VWDCSNDYNG_1.jpg","Proteinpulver mit Calciumcaseinat für eine mehrstündige Versorgung mit Aminosäuren.","Zutaten: Bitte wähle zuerst eine Variante.","1,8 kg = 72 Portionen","Nährwertangaben","Größe Bitte auswählen"
"1578500535-373","https://www.weidershop.de/","Riegel","http://www.weidershop.de/Riegel-Getraenke/Riegel/","Details","http://www.weidershop.de/Riegel-Getraenke/Riegel/Weider-YIPPIE-Riegel.html","Weider
 YIPPIE! Riegel","1,99","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000030557_1.jpg","Yippie! Riegel - die optimale Alternative zu klassischen Süßwarenriegeln.","Zutaten: Bitte wähle zuerst eine Variante.","null","Nährwertangaben","Größe Bitte auswählen"
"1578500486-344","https://www.weidershop.de/","Drinks","http://www.weidershop.de/Riegel-Getraenke/Drinks/","Details","http://www.weidershop.de/Riegel-Getraenke/Drinks/Weider-Low-Carb-Protein-Shake.html","Weider
 Low Carb* Protein Shake Schoko / 250 ml Dose","2,19","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000038974_1.jpg","Fertiggetränk mit Magermilchretentat und Proteinzusatz. Mit Süßungsmitteln. Wärmebehandelt (sterilisiert).","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    Magermilchretentat¹, Milcheiweiß¹, 1,2% fettarmes Kakaopulver, Süßungsmittel: E952, E950, E954; Stabilisator: Carrageen. 


¹Enthält Laktose.","null","Nährwertangabenpro 100 mlBrennwert242kJ57kcalFett0,3g   davon gesättigte Fettsäuren0,2gKohlenhydrate3,6g   davon Zucker3,6gEiweiß10gSalz0,1gpro 250 mlBrennwert606kJ143kcalFett0,8g   davon gesättigte Fettsäuren0,5gKohlenhydrate9g   davon Zucker9gEiweiß25gSalz0,25g","Schoko | 250 ml Dose"
"1578500804-470","https://www.weidershop.de/","Proteine / Eiweiß","http://www.weidershop.de/Inhaltsstoffe/Proteine-Eiweiss/","Details","http://www.weidershop.de/Inhaltsstoffe/Proteine-Eiweiss/Weider-YIPPIE-Protein-Cookie-Bites.html","Weider
 YIPPIE! Protein Cookie Bites  Vanille-Schoko","1,99","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000032005_1.jpg","YIPPIE! Protein Cookie Bites sind kleine Cookies mit Molkeneiweiß und 
Schokoladenstückchen. Schoko-Vanille Geschmack.","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    20% Molkeneiweißkonzentrat¹, Weizeneiweiß, resistentes Dextrin, Süßungsmittel: Maltit; Feuchthaltemittel: Glycerin; 9% dunkle Schokoladentropfen (Süßungsmittel: Maltit; Kakaomasse, fettarmes Kakaopulver, Emulgatoren: Lecithine (Soja); Aroma), Butterreinfett, Emulgatoren: Lecithine (Soja); Kokosöl, Backtriebmittel: Natriumcarbonate; Aroma, Salz, Süßungsmittel:
Sucralose. 
¹ Enthält Laktose. Im Herstellungsbetrieb werden auch Ei und Schalenfrüchte verarbeitet. Kreuzkontaminationen können daher nicht ausgeschlossen werden. 
Hinweis: Kann bei übermäßigem Verzehr abführend wirken.","50 g Beutel","Nährwertangabenpro 100 gBrennwert1719kJ414kcalFett21g   davon gesättigte Fettsäuren12gKohlenhydrate30g   davon Zucker1,8gEiweiß30gSalz0,98gBallaststoffe10,2gpro 50 gBrennwert859kJ207kcalFett10,6g   davon gesättigte Fettsäuren6gKohlenhydrate15g   davon Zucker0,9gEiweiß15gSalz0,49gBallaststoffe5,1g","Vanille-Schoko"
"1578500574-400","https://www.weidershop.de/","Riegel","http://www.weidershop.de/Riegel-Getraenke/Riegel/","Details","http://www.weidershop.de/Riegel-Getraenke/Riegel/Weider-52-Protein-Bar.html","Weider
 52% Protein Bar Erdnuss-Karamell / 50 g Riegel","2,09","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000030647_1.jpg","Riegel mit Eiweiß und wenig Kohlenhydraten. Mit Schokoladenüberzug.","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    Eiweißmischung (Milcheiweißisolat¹, Calciumcaseinat¹, Molkeneiweißkonzentrat¹, Eiklarpulver), Kollagenhydrolysat, Feuchthaltemittel: Glycerin; 16% Vollmilchschokolade (Süßungsmittel: Maltit; Kakaobutter, Vollmilchpulver¹, Kakaomasse, Emulgator: E322; Aroma), Wasser, Sojaeiweißisolat, Palmöl, Aroma, fettarmes Kakaopulver, Salz, Süßungsmittel: Sucralose. 
Kann Spuren von Gluten, Erdnüssen und anderen Schalenfrüchten enthalten.
Kann bei übermäßigem Verzehr abführend wirken.


¹Enthält Laktose.","50 g","Nährwertangabenpro 100 gBrennwert1522kJ362kcalFett8,8g   davon gesättigte Fettsäuren5,1gKohlenhydrate29g   davon mehrwertige Alkohole27g   davon Zucker2gEiweiß52gSalz0,66gpro 50 gBrennwert761kJ181kcalFett4,4g   davon gesättigte Fettsäuren2,6gKohlenhydrate15g   davon mehrwertige Alkohole14g   davon Zucker1gEiweiß26gSalz0,33g","Erdnuss-Karamell | 50 g Riegel"
"1578500602-416","https://www.weidershop.de/","Weitere Produkte","http://www.weidershop.de/Inhaltsstoffe/Weitere-Produkte/","Details","http://www.weidershop.de/Inhaltsstoffe/Weitere-Produkte/Weider-Protein-Cookie.html","Weider
 Protein Cookie All American Cookie Dough / 90 g","2,20","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000032007_1.jpg","Veganer Cookie mit Eiweiß und Schokoladenstückchen. Cookie-Schokoteig 
Geschmack.","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    Weizeneiweiß, Weizenmehl, Kokosöl, Rohrzucker, Glukosesirup, 6% Zartbitterschokolade (Zucker, Kakaomasse, Kakaobutter, Emulgator: Soja-Lecithine), Emulgator: Soja-Lecithine; Feuchthaltemittel: Glycerin; Fruktose, Kakaopulver, Backtriebmittel:
Natriumcarbonat; Aroma, Salz, Zimt, Zitronenöl. 
Im Herstellungsbetrieb werden auch Milch, Laktose, Ei und Schalenfrüchte verarbeitet. Kreuzkontaminationen können daher nicht
ausgeschlossen werden.","90 g pro Cookie","Nährwertangabenpro 100 gBrennwert1912kJ456kcalFett21g   davon gesättigte Fettsäuren14gKohlenhydrate44g   davon Zucker21gEiweiß24gSalz0,69gpro 90 gBrennwert1721kJ411kcalFett19g   davon gesättigte Fettsäuren12gKohlenhydrate40g   davon Zucker19gEiweiß22gSalz0,62g","All American Cookie Dough | 90 g"
"1578500546-382","https://www.weidershop.de/","Riegel","http://www.weidershop.de/Riegel-Getraenke/Riegel/","Details","http://www.weidershop.de/Riegel-Getraenke/Riegel/Weider-Protein-Cookie.html","Weider
 Protein Cookie Karamell-Schoko / 90 g","2,20","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000032037_1.jpg","Veganer Cookie mit Eiweiß.","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    Weizeneiweiß, Weizenmehl, Kokosöl, Rohrzucker, Zuckerrübensirup, Glukosesirup, 5% dunkle Schokolade (Zucker, Kakaomasse, Kakaobutter, Emulgator: Soja-Lecithine), Fruktose, Feuchthaltemittel: Glycerin; Emulgator: Soja-Lecithine; 2% Kakaopulver, Aroma, Backtriebmittel: Natriumcarbonat; Salz.

Im Herstellungsbetrieb werden auch Milch, Laktose, Ei, Sesam, Erdnüsse und andere Schalenfrüchte verarbeitet. Kreuzkontaminationen können daher nicht ausgeschlossen werden.","90 g pro Cookie","Nährwertangabenpro 100 gBrennwert1920kJ458kcalFett21g   davon gesättigte Fettsäuren15gKohlenhydrate44g   davon Zucker23gEiweiß24gSalz0,68gpro 90 gBrennwert1728kJ413kcalFett19g   davon gesättigte Fettsäuren14gKohlenhydrate39g   davon Zucker21gEiweiß22gSalz0,61g","Karamell-Schoko | 90 g"
"1578500623-420","https://www.weidershop.de/","L-Carnitine","http://www.weidershop.de/Inhaltsstoffe/L-Carnitine/","Details","http://www.weidershop.de/Inhaltsstoffe/L-Carnitine/Weider-L-Carnitine-Water-zzgl-EINWEGpfand.html","Weider
 L-Carnitine Water zzgl. Pfand Orange / 500 ml Flasche","1,79","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000038723_1.jpg","Erfrischungsgetränk mit 1.000 mg L-Carnitine pro Flasche. 
Mit Cholin 
  und Süßungsmitteln. Kalorienfrei.","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    Wasser, Säuerungsmittel: Citronensäure; 0,2% L-Carnitine, Aroma,
Süßungsmittel: Natriumcyclamat, Acesulfam-K, Saccharin-Natrium; Cholinchlorid","500 ml","Nährwertangabenpro 100 mlBrennwert6kJ1kcalFett< 0,1g   davon gesättigte Fettsäuren< 0,1gKohlenhydrate< 0,1g   davon Zucker< 0,1gEiweiß< 0,1gSalz< 0,01gCholin16,5mgL-Carnitin200mgpro 500 mlBrennwert30kJ7kcalFett< 0,1g   davon gesättigte Fettsäuren< 0,1gKohlenhydrate< 0,1g   davon Zucker< 0,1gEiweiß< 0,1gSalz0,04gCholin82,5mgL-Carnitin1000mg","Orange | 500 ml Flasche"
"1578500602-415","https://www.weidershop.de/","Weitere Produkte","http://www.weidershop.de/Inhaltsstoffe/Weitere-Produkte/","Details","http://www.weidershop.de/Inhaltsstoffe/Weitere-Produkte/Weider-Protein-Cookie.html","Weider
 Protein Cookie Schoko-Chips / 90 g","2,20","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000032017_1.jpg","Veganer Cookie mit Eiweiß und Schokoladenstückchen. Schoko Geschmack.","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    Weizeneiweiß, Kokosöl, Weizenmehl, Glukosesirup, 10% Schokolade (Zucker, Kakaomasse, Kakaobutter, Emulgator: Soja-Lecithine), Fruktose, Feuchthaltemittel: Glycerin; Rohrzucker, 3,3% Kakaopulver, Emulgator: Soja-Lecithine; Backtriebmittel: Natriumcarbonate; Aroma, Salz.

Im Herstellungsbetrieb werden auch Milch, Laktose, Ei, Sesam, Erdnüsse und andere Schalenfrüchte verarbeitet. Kreuzkontaminationen können daher nicht ausgeschlossen werden.","90 g pro Cookie","Nährwertangabenpro 100 gBrennwert1913kJ457kcalFett21g   davon gesättigte Fettsäuren16gKohlenhydrate43g   davon Zucker20gEiweiß24gSalz0,71gpro 90 gBrennwert1722kJ411kcalFett19g   davon gesättigte Fettsäuren14gKohlenhydrate39g   davon Zucker18gEiweiß22gSalz0,64g","Schoko-Chips | 90 g"
"1578500508-354","https://www.weidershop.de/","Drinks","http://www.weidershop.de/Riegel-Getraenke/Drinks/","Details","http://www.weidershop.de/Riegel-Getraenke/Drinks/Weider-Fresh-Up-Konzentrat-1l.html","Weider
 Fresh Up Konzentrat 1 l Multifrucht / 1 l Flasche","14,99","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000038133_1.jpg","Getränkekonzentrat zur Herstellung eines kalorienarmen Kaltgetränkes mit Vitaminen und Magnesium. Mit einer Zuckerart und Süßungsmitteln.","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    Wasser, Säuerungsmittel: Citronensäure; Aroma, Süßungsmittel: Natriumcyclamat, Acesulfam-K, Saccharin- Natrium; Natriumchlorid, Fruktose, Magnesiumoxid, Verdickungsmittel: Xanthan; Konservierungsstoff: Kaliumsorbat; Farbstoffe: E104, E129; Vitamin E, Niacin, Emulgator: Mono- und Diglyceride von Speisefettsäuren; Vitamin B2, Vitamin B1, Vitamin B6, Chromchlorid, Natriumselenit, Vitamin K, Biotin, Vitamin D3. 
E104 und E129: Können die Aktivität und Aufmerksamkeit bei Kindern beeinträchtigen.","1000 ml = 66 Portionen
   Kühl, trocken und dunkel lagern.","Nährwertangabenpro 100 ml% NRVBrennwert281kJ 50kcal Fett0g    davon gesättigte Fettsäuren0g Kohlenhydrate1,2g    davon Zucker1,1g Eiweiß0g Salz1,6g Biotin83,3µg167Chrom66,7µg167Magnesium400mg107Niacin26,7mg167Selen91,6µg167Vitamin B11,84mg167Vitamin B22,34mg167Vitamin B62,34mg167Vitamin D8,34µg167Vitamin E20mg167Vitamin K125µg167pro Portion (15 ml)% NRVBrennwert42kJ 8kcal Fett0g    davon gesättigte Fettsäuren0g Kohlenhydrate0,2g    davon Zucker0,2g Eiweiß0g Salz0,24g Biotin12,5µg25Chrom10µg25Magnesium60mg16Niacin4mg25Selen13,7µg25Vitamin B10,28mg25Vitamin B20,35mg25Vitamin B60,35mg25Vitamin D1,25µg25Vitamin E3mg25Vitamin K18,8µg25% NRV = Prozentsatz der Referenzmengen für die tägliche Zufuhr eines Erwachsenen","Multifrucht | 1 l Flasche"
"1578500862-509","https://www.weidershop.de/","Proteine / Eiweiß","http://www.weidershop.de/Inhaltsstoffe/Proteine-Eiweiss/","Details","http://www.weidershop.de/Inhaltsstoffe/Proteine-Eiweiss/Weider-CFM-Whey-Protein.html","Weider
 CFM Whey Protein Schoko / 908 g Dose","44,49","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000030361_1.jpg","Pulver zum Anrühren eines Proteingetränkes. Mit Vitamin B6 und Süßungsmitteln* (*Geschmack Vanille, Erdbeere und Schoko).","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    89% Molkeneiweißisolat¹, 9% fettarmes Kakaopulver, Aroma, Emulgator: Soja-Lecithine; Süßungsmittel: Acesulfam-K, Natriumcyclamat, Saccharin-Natrium; Vitamin B6. 
Kann Spuren von Gluten und Ei enthalten.


¹Enthält Laktose.","908 g = 30 Portionen","Nährwertangabenpro 100 g% NRVBrennwert1574kJ 371kcal Fett2,2g    davon gesättigte Fettsäuren1,3g Kohlenhydrate4,2g    davon Zucker2,1g Eiweiß82g Salz0,68g Vitamin B64,2mg300pro 30 g Pulver in 300 ml fettarme Milch (1,5% Fett)% NRVBrennwert1075kJ 255kcal Fett5,5g    davon gesättigte Fettsäuren3,6g Kohlenhydrate16g    davon Zucker15g Eiweiß35g Salz0,56g Vitamin B61,4mg100pro 30 g Pulver in 300 ml Wasser% NRVBrennwert472kJ 111kcal Fett0,7g    davon gesättigte Fettsäuren0,4g Kohlenhydrate1,3g    davon Zucker0,6g Eiweiß25g Salz0,2g Vitamin B61,26mg90Aminosäure­bilanz pro 100 g Protein% NRVL-Alanin4,9g L-Arginin2,1g L-Asparaginsäure10,7g L-Cystein2,2g L-Glutaminsäure17,0g L-Glycin1,4g L-Histidin1,7g L-Isoleucin7,5g L-Leucin11,1g L-Lysin9,4g L-Methionin2,2g L-Phenylalanin2,9g L-Prolin5,4g L-Serin4,5g L-Threonin6,5g L-Tryptophan1,4g L-Tyrosin2,5g L-Valin6,6g % NRV = Prozentsatz der Referenzmengen für die tägliche Zufuhr eines Erwachsenen","Schoko | 908 g Dose"
"1578500764-465","https://www.weidershop.de/","Aminosäuren","http://www.weidershop.de/Inhaltsstoffe/Aminosaeuren/","Details","http://www.weidershop.de/Inhaltsstoffe/Aminosaeuren/Weider-Amino-Power-Liquid.html","Weider
 Amino Power Liquid Mandarine / 1 l Flasche","34,99","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000031013_1.jpg","Nahrungsergänzungsmittel. Proteinhydrolysatkonzentrat auf Wasserbasis mit 
  zugesetzten freien Aminosäuren und Vitamin B6. Mit einer Zuckerart und 
  Süßungsmitteln.","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    Eiweißhydrolysat, Wasser, Fruktose, Säuerungsmittel:
Citronensäure; 3% Molkeneiweißhydrolysat¹, Aroma, L-Leucin, 1%
Taurin, Konservierungsstoff: Kaliumsorbat; Süßungsmittel: Saccharin-
Natrium, Natriumcyclamat, Acesulfam-K; Emulgator: E471; Vitamin B6².


¹Enthält Laktose.

²Vitamin B6 trägt zu einem normalen Eiweiß- und Glycogenstoffwechsel
bei.","1000 ml = 66 Portionen 
  Kühl, trocken und dunkel lagern.","Nährwertangabenpro 100 ml% NRVBrennwert1103kJ 260kcal Fett< 0,1g    davon gesättigte Fettsäuren<0,1g Kohlenhydrate13g    davon Zucker12g Eiweiß52g Salz0,39g Vitamin B63,1mg221Taurin1250mg pro 15 ml% NRVBrennwert168kJ 39,7kcal Fett<0,1g    davon gesättigte Fettsäuren<0,1g Kohlenhydrate2g    davon Zucker2g Eiweiß7,7g Salz0,06g Vitamin B61,4mg100Taurin188mg Aminosäure­bilanz pro 100 g Protein% NRVL-Alanin7683mg L-Arginin7819mg L-Asparaginsäure6718mg L-Cystein116mg L-Glutaminsäure13031mg L-Glycin18958mg L-Histidin849mg L-Hydroxylysin1081mg L-Hydroxyprolin10425mg L-Isoleucin1699mg L-Leucin5598mg L-Lysin3687mg L-Methionin656mg L-Phenylalanin2046mg L-Prolin10907mg L-Serin3436mg L-Threonin2162mg L-Tryptophan39mg L-Tyrosin579mg L-Valin2510mg pro 100 ml% NRVL-Leucin2900mg pro 15 ml% NRVL-Leucin435mg % NRV = Prozentsatz der Referenzmengen für die tägliche Zufuhr eines Erwachsenen","Mandarine | 1 l Flasche"
"1578500837-481","https://www.weidershop.de/","Proteine / Eiweiß","http://www.weidershop.de/Inhaltsstoffe/Proteine-Eiweiss/","Details","http://www.weidershop.de/Inhaltsstoffe/Proteine-Eiweiss/Weider-Protein-80-Plus.html","Weider
 Protein 80 Plus","20,99","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000030105_1.jpg","Lebensmittel mit Protein, Vitamin B6 und Süßungsmitteln. Pulver zum Anrühren eines Getränkes.","Zutaten: Bitte wähle zuerst eine Variante.","Standbeutel á 500g = 16 Portionen Dose á 750g = 25 Portionen Standbeutel á 2kg = 66 Portionen","Nährwertangaben","Größe Bitte auswählen"
"1578500837-480","https://www.weidershop.de/","Proteine / Eiweiß","http://www.weidershop.de/Inhaltsstoffe/Proteine-Eiweiss/","Details","http://www.weidershop.de/Inhaltsstoffe/Proteine-Eiweiss/Weider-Protein-80-Plus.html","Weider
 Protein 80 Plus","20,99","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000030115_1.jpg","Lebensmittel mit Protein, Vitamin B6 und Süßungsmitteln. Pulver zum Anrühren eines Getränkes.","Zutaten: Bitte wähle zuerst eine Variante.","Standbeutel á 500g = 16 Portionen Dose á 750g = 25 Portionen Standbeutel á 2kg = 66 Portionen","Nährwertangaben","Größe Bitte auswählen"
"1578500478-338","https://www.weidershop.de/","Drinks","http://www.weidershop.de/Riegel-Getraenke/Drinks/","Details","http://www.weidershop.de/Riegel-Getraenke/Drinks/Weider-Protein-Low-Carb-RTD.html","Weider
 Protein Low Carb* RTD Milchschokolade / 330 ml","2,69","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000030343_1.jpg","Milchmischgetränk aus Magermilch mit Zusatz von Milcheiweiß und 
Süßungsmitteln. Ultrahocherhitzt.","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    75% Magermilch¹, Wasser, Milcheiweiß¹ (5,8% Calciumcaseinat¹, 0,25% Milcheiweißisolat¹, 0,25% Molkeneiweißkonzentrat¹, 0,1% Molkeneiweißhydrolysat¹),
1,3% fettarmes Kakaopulver, Stabilisatoren: E460, E466, E452, E407; Salz, Süßungsmittel: Sucralose, Acesulfam-K. ¹ Enthält Laktose.","330 ml","Nährwertangabenpro 100 mlBrennwert237kJ57kcalFett0,3g   davon gesättigte Fettsäuren0,2gKohlenhydrate4,1g   davon Zucker3,9gEiweiß9,1gSalz0,24gpro 330 mlBrennwert782kJ188kcalFett0,9g   davon gesättigte Fettsäuren0,6gKohlenhydrate13g   davon Zucker13gEiweiß30gSalz0,78g","Milchschokolade | 330 ml"
"1578500558-390","https://www.weidershop.de/","Riegel","http://www.weidershop.de/Riegel-Getraenke/Riegel/","Details","http://www.weidershop.de/Riegel-Getraenke/Riegel/Weider-Fitness-Bar.html","Weider
 Fitness Bar Schoko / 35 g Riegel","1,05","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000038657_1.jpg","Riegel mit Kohlenhydraten und Eiweiß. Mit 
Vollmilchschokoladenüberzug.","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    36% Vollmilchschokolade (Zucker, Kakaobutter, Vollmilchpulver¹, 
Kakaomasse, Emulgator: Soja-Lecithine; Aroma), Fruktosesirup, 
Milcheiweiß¹, Glukosesirup, Süßmolkenpulver¹, Dextrose, Palmfett, 
Maltodextrin, modifizierte Stärke, Reismehl, Weizenmehl, 0,8% fettarmes 
Kakaopulver, Gerstenmalzextrakt, Zucker, Aroma, Eiklarpulver. 
Kann Spuren von Erdnüssen und anderen Schalenfrüchten 
enthalten.



¹Enthält Laktose.","35 g Riegel","Nährwertangabenpro 100 gBrennwert1792kJ426kcalFett16g   davon gesättigte Fettsäuren9,5gKohlenhydrate58g   davon Zucker45gEiweiß13gSalz0,37gpro 35 gBrennwert627kJ149kcalFett5,5g   davon gesättigte Fettsäuren3,3gKohlenhydrate20g   davon Zucker16gEiweiß4,5gSalz0,13g","Schoko | 35 g Riegel"
